"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-117.91,33.78,33,2729,549,2223,535,4.0362,177900
-120.58,37.36,33,3564,716,2603,696,2.2179,67500
-121.25,37.95,46,2001,428,1384,401,1.9402,62200
-117.35,33.17,16,4595,1341,2849,1197,2.478,185600
-117.34,34.14,37,1834,393,1198,348,2.225,81600
-117.96,33.84,31,2265,537,1617,507,3.4583,186300
-122.16,37.69,36,1480,278,796,283,4.3971,205700
-117.68,35.65,15,2701,576,1245,513,3.3269,81900
-121.34,38.67,35,643,117,331,134,3.0417,120700
-122.17,37.73,52,1555,289,620,292,3.7159,183300
-117.26,34.15,33,2271,389,1100,380,3.5978,88300
-118.43,34.16,34,2622,467,1233,476,4.0474,379700
-122.85,38.37,16,1762,293,810,297,4.4437,305000
-121.62,37.61,26,1786,306,771,279,5.7239,430600
-122.45,37.76,52,1457,292,621,315,4.6477,450000
-122.27,37.86,49,2052,435,924,414,2.5417,182700
-122.04,36.98,35,2155,355,866,335,5.6188,404700
-121.27,38.61,17,6663,1369,2840,1299,2.9452,115600
-123.11,39.32,20,2745,504,1421,430,3.3431,137500
-117.14,32.76,32,2587,681,1246,650,2.1727,145500
-121.96,37.34,18,4438,939,1901,895,5.3873,288300
-122.09,39.13,28,4169,895,2587,810,2.331,65500
-117.17,32.82,21,2869,596,1471,577,3.0375,197600
-121.82,37.26,10,3030,574,1623,589,5.1356,218700
-120.88,37.37,24,1294,222,684,221,2.6908,103100
-122.45,37.71,45,2253,431,1382,392,4.2562,221600
-119.69,36.74,17,2438,598,1563,538,1.5449,62500
-118.45,34.06,20,3367,1264,2667,1131,2.2444,5e+05
-118.32,34.1,43,1615,734,1460,644,1.4005,193800
-118.29,34.09,43,1583,658,1941,614,1.9835,225000
-121.38,38.41,10,3425,629,1538,587,4.45,138700
-121.61,39.52,24,1610,324,909,323,1.8661,59800
-117.93,34.06,35,1022,183,628,187,3.9375,187500
-119.74,36.85,3,10425,2121,4432,1778,3.9032,140800
-118.18,33.85,44,1890,465,1378,430,3.8819,143200
-121.52,38.59,35,6418,1545,3814,1496,1.6647,69100
-121.6,39.12,21,1299,338,1494,311,1.3348,225000
-117.39,33.92,25,2886,583,2327,577,2.3851,113700
-122.4,37.75,26,54,9,23,9,6.1359,225000
-122.16,37.42,34,4448,610,2571,581,11.0492,500001
-118.3,33.78,35,2572,504,1172,519,4.6207,304100
-118.3,34.06,33,2437,1283,3906,1084,2.0332,270000
-117.24,32.85,22,3479,448,1252,440,10.0707,500001
-117.85,33.79,52,2102,403,898,365,3.6827,236800
-117.91,34.09,20,4327,1037,2296,963,3.0441,185400
-122.06,37.6,17,5159,832,3174,817,5.8704,234400
-121.31,38.67,26,1387,226,807,244,4.1563,135700
-118.15,34.59,33,2111,429,1067,397,3.7344,111400
-122.17,37.72,46,1369,284,766,289,3.5313,159700
-117.09,32.64,30,3171,862,2126,800,2.507,142700
-117.94,33.83,20,812,192,494,172,3.25,350000
-118.4,34.16,34,2638,580,1150,551,4.2989,364700
-119.2,36.3,32,1355,363,1427,384,1.3444,45600
-118.57,34.21,23,4891,793,2447,765,5.8798,270500
-122.32,38.01,26,3054,492,1495,496,4.6944,171100
-121.42,38.6,35,1166,193,574,190,2.2452,102800
-122.62,38.4,10,9772,1308,3741,1242,6.5261,324700
-119.82,36.76,46,2194,563,924,542,1.4028,68500
-121.96,37.27,22,6114,1211,2983,1163,5.2533,269100
-119.51,34.4,24,3422,596,1763,601,5.2039,301300
-118.3,33.72,28,2510,583,1388,554,3.3397,267800
-121.75,39.88,16,2867,559,1203,449,2.7143,95300
-118.49,34.25,33,2088,383,960,362,4.3333,232900
-118.35,34.09,35,1989,634,1108,593,1.6081,288900
-117.41,33.95,37,1462,257,849,287,3.0542,123900
-118.21,34.22,37,2260,322,941,303,8.3695,500001
-118.17,33.87,48,2258,509,1395,492,3.765,164800
-117.73,34.12,26,6459,894,2487,885,6.2089,261800
-118.94,35.37,33,3372,741,2352,704,2.0643,57600
-121.87,37.32,39,1839,471,1528,456,2.6818,184900
-117.81,34.01,12,9197,1642,4332,1554,4.9589,282100
-122.29,37.86,50,2485,607,1354,563,1.9483,150500
-118.19,33.98,33,151,83,380,83,1.4224,189600
-118.09,33.89,42,1150,215,708,204,3.6875,171500
-117.11,32.71,29,1040,291,1054,297,1.1818,83200
-119.56,36.71,37,1609,374,1173,344,2.181,59900
-118.32,34.02,47,1648,346,1120,338,2.0042,114200
-117.46,34.14,10,714,131,381,119,0.8926,116100
-118.1,33.83,36,2000,343,956,352,5.3735,234400
-117.04,32.83,8,2205,348,777,341,6.0266,177400
-120.74,39.9,23,1017,218,387,152,2.2656,88200
-118.52,34.2,19,4315,1304,2490,1222,2.6437,195000
-118.26,33.97,46,1086,249,880,250,1.5962,95700
-117.23,32.75,21,2050,608,1131,550,2.4779,165000
-117.8,33.64,8,4447,713,1680,705,8.8693,450400
-118.34,33.9,36,1342,259,706,261,4.1776,236600
-118.27,34.05,47,661,359,1406,307,1.3169,112500
-118.4,34.17,24,4443,1283,2421,1180,2.2652,269200
-117.9,33.73,32,2930,833,5116,854,3.7147,164100
-118.18,34.19,48,1371,164,528,155,15.0001,500001
-117.95,33.83,35,1107,207,641,210,5.0599,216700
-118.1,33.79,36,3359,596,1522,565,5.1805,249400
-118.07,34.11,41,2869,563,1627,533,5.0736,270700
-118.61,34.21,41,1058,228,778,245,3.3534,180500
-118.21,34.2,35,3646,552,1409,534,6.3794,500001
-118.31,34.18,11,3112,890,1700,851,3.1587,181300
-121.88,36.58,29,4910,871,3438,904,4.0432,450000
-122.42,37.73,48,1474,308,998,330,4.0781,250300
-122.65,38.11,21,3891,616,1968,632,5.5524,279200
-119.7,36.32,40,1178,244,586,187,2.6477,43500
-122.33,37.58,43,1772,422,1573,401,2.7474,233100
-118.37,34.22,17,1787,463,1671,448,3.5521,151500
-118.24,33.9,40,1308,272,901,257,2.8269,98000
-118.38,33.95,29,1821,588,1397,523,2.5833,187500
-122.42,37.73,35,1871,342,1055,310,4.625,279300
-121.35,38.56,16,2278,370,1203,371,5.0622,132400
-117.33,34.17,5,4718,1140,2564,1056,2.9877,119900
-121.32,38,22,2105,521,781,483,2.213,87500
-121.98,38.25,4,2487,440,1545,452,4.9103,140400
-118,33.92,26,2830,399,1204,404,6.1273,289600
-117.78,34.06,25,1712,491,1807,478,2.2258,114800
-118.19,33.91,43,1531,357,1509,376,2.6354,128100
-118.37,34.2,34,2199,609,2488,597,2.9861,171800
-118.97,34.18,18,7338,1020,3419,1058,7.0242,293100
-118.38,34.06,52,1311,217,578,205,7.6771,500001
-118.3,33.9,19,2421,689,1726,660,3.287,181400
-118.37,33.81,33,5057,790,2021,748,6.8553,482200
-122.56,40.75,20,1182,250,512,210,1.7935,74500
-121.91,37.26,25,4258,719,2290,743,5.1461,267200
-121.08,38.93,14,4239,824,1729,794,2.4278,167700
-122.82,38.4,40,2406,423,1054,426,3.8846,215900
-119.56,36.71,29,1963,392,1208,398,2.5741,73000
-121.91,38.02,15,2966,558,1687,527,3.4817,129800
-118.23,33.96,39,405,163,686,164,1.695,94800
-118.51,34.23,36,3324,448,1190,423,7.2772,477200
-119.1,35.79,19,1809,477,2051,416,1.8144,49800
-117.34,33.19,19,3575,525,1654,559,5.7409,274100
-117.68,34.12,16,2181,321,1133,350,5.7214,259400
-117.57,33.91,22,2620,396,1324,362,5.3735,214600
-118.1,34.05,26,1495,328,1296,304,2.913,152300
-121.35,38.55,22,2607,411,1216,407,5.0427,126900
-122.33,37.94,42,1695,345,719,334,3.9417,139100
-117.49,33.99,21,2050,392,1153,336,4.84,116400
-118.19,33.93,40,1334,276,1226,278,3.4712,144300
-122.09,37.21,15,1969,332,822,324,7.8774,394900
-122.42,40.63,23,2248,489,1132,444,1.6429,80400
-118.38,34.04,35,2237,592,1794,543,2.2961,207700
-119.82,36.82,28,2268,336,752,330,5.2809,151500
-119.72,34.44,39,1489,304,700,268,3.8819,289900
-117.55,33.87,18,8136,1584,4976,1516,3.9414,137100
-117.24,32.79,20,961,278,525,254,3.1838,245800
-116.48,33.84,5,5480,1371,1050,485,1.7204,137500
-118.14,33.91,36,1096,204,569,201,4.475,182300
-121.98,37.22,46,10088,1910,3728,1781,5.2321,500001
-117.99,33.88,15,2298,567,1261,527,4.2422,159400
-118.21,34.1,36,2000,533,1234,535,3.7437,241700
-117.66,34.05,6,5129,1119,2533,949,3.625,113600
-122.09,37.39,30,1722,490,1057,517,3.725,261300
-117.95,33.75,19,1983,283,1098,275,6.6355,276100
-118.98,35.37,36,1562,398,1223,329,0.9675,47100
-118.14,33.84,43,2107,439,876,429,3.2024,339400
-119.95,38.94,24,2180,517,755,223,2.5875,173400
-118.24,33.95,36,2316,543,1938,507,1.25,97400
-118.88,34.22,22,3654,517,1565,518,6.2748,274800
-118.13,34.08,35,2517,662,1883,607,2.5787,223000
-117.06,32.68,38,1481,317,1080,291,2.85,125800
-117.03,32.78,17,5481,1618,2957,1537,2.5707,171300
-120.45,34.97,25,1920,380,1434,388,3.0368,129300
-120.71,38.34,16,1257,231,559,213,4.4531,144300
-117.35,33.23,4,1837,287,934,277,3.8958,189800
-117.88,34.12,33,1485,274,1006,258,5.1708,158500
-121.24,38.78,11,1851,352,1049,369,3.5288,141100
-120.87,37.77,9,4838,920,2460,923,3.5959,142700
-118.37,34.05,41,2369,544,1252,522,2.9883,296100
-117.94,34.06,32,3418,662,2003,622,4.0333,210200
-122.09,37.68,29,2333,538,1120,540,2.4042,205600
-122.09,37.37,27,1269,186,464,182,6.8374,500001
-117.12,32.69,37,1082,294,1146,265,2.0673,88500
-118.44,34.18,17,1546,592,2423,556,2.1977,154200
-118.19,34.19,34,2061,260,825,254,15.0001,500001
-120.48,34.66,4,1897,331,915,336,4.1563,172600
-117.97,33.82,26,4013,985,2442,922,3.7655,197700
-122.18,37.7,36,2639,533,1209,519,4.0268,205500
-118.31,33.89,37,2278,508,1257,498,3.7639,220600
-118.06,33.91,21,2863,701,1489,621,3.2031,180700
-117.15,32.74,43,2383,607,962,587,2.2578,263600
-118.32,34.09,32,563,191,626,185,2.0341,250000
-118.36,34.1,52,1295,281,578,273,2.976,405100
-118.17,33.87,45,2110,494,1404,454,2.9803,165900
-122.35,37.57,52,2170,269,784,274,10.4286,500001
-119.21,37.25,44,3042,697,335,115,4.1838,85600
-118.24,33.97,38,1657,467,2033,443,2.1429,118500
-118.14,33.94,31,2841,774,1612,708,2.9205,196600
-121.85,37.22,21,6203,798,2494,800,7.7201,362700
-120.93,39.96,15,1666,351,816,316,2.9559,118800
-121.29,38.68,12,5098,1094,2029,1065,3.5444,132500
-117.16,32.81,34,2275,375,1021,379,3.6371,176300
-118.13,34.03,42,2203,467,1470,488,2.8385,192200
-118.3,34.03,47,2241,559,1775,504,2.1571,147900
-122.16,37.77,39,1583,349,857,316,3.0958,145800
-122.29,38.4,28,2024,340,844,309,4.7833,361100
-122.21,37.78,49,898,244,779,245,3.0536,137500
-122.04,37.96,28,1207,252,724,252,3.6964,165700
-118.33,34.08,50,2989,832,1345,775,3.2426,442900
-121.89,38.02,36,2707,550,1827,545,3.3371,94600
-121.75,36.91,32,1461,422,1494,416,2.8056,173200
-122.08,37.64,36,1116,199,662,226,5.7309,177900
-118.46,34,39,4098,1100,2054,1053,2.918,345600
-118.16,33.91,28,2922,739,3013,673,2.9531,127100
-121.87,37.67,28,1812,294,853,278,4.9879,229400
-117.88,33.63,21,9565,2289,3162,1831,4.7024,345400
-118.27,33.99,30,504,140,529,123,1.9531,1e+05
-121.76,41.5,31,602,153,112,47,1.0667,34200
-118.25,33.98,47,617,162,754,144,2.2969,116700
-118.59,34.15,29,2023,330,747,304,6.7694,369700
-117.67,33.63,9,5774,1320,3086,1265,4.4063,202200
-118.27,34.1,50,2113,398,793,418,4.7132,304600
-118.32,33.98,46,1611,339,921,314,3.0833,103300
-117.23,33.09,7,5320,855,2015,768,6.3373,279600
-121.79,38.54,7,1777,513,4479,504,1.4653,310000
-121.15,38.69,52,240,44,6675,29,6.1359,225000
-118.28,34,48,1514,376,1353,344,2.1607,96100
-122.1,37.68,37,1352,342,691,324,3.4032,196900
-120.41,34.87,32,1997,317,866,281,5.062,158900
-117.68,34.11,16,3190,471,1414,464,5.5292,208600
-117.98,33.71,24,3430,548,1601,512,5.6825,264600
-118.07,34.17,34,4062,597,1525,566,7.8588,454800
-118.04,33.83,20,1488,312,972,283,4.055,201900
-117.77,33.69,14,1413,372,744,338,3.7988,184100
-121.84,37.28,18,2749,633,1779,561,3.925,166100
-115.46,33.19,33,1234,373,777,298,1,40000
-122.02,36.96,52,775,305,1054,305,2.0172,112500
-121.29,38.61,17,13553,2474,6544,2359,3.9727,132700
-118.4,33.87,45,2181,505,965,471,5.3816,500001
-121.36,38.56,20,1232,332,667,288,1.8288,32500
-117.77,33.54,28,3404,497,1134,466,7.2217,500001
-118.35,34.04,38,1626,375,1019,372,2.3687,146800
-119.33,35.6,32,2703,683,2682,675,1.4619,60500
-117.35,34.15,32,2699,552,2086,551,2.2974,84500
-122.28,38.34,44,1066,190,416,174,3.6389,304000
-122.3,38,34,1712,317,956,341,4.4394,162000
-118.22,33.98,36,1514,453,1496,448,2.1044,148200
-117.83,33.8,31,2016,409,1095,405,3.8681,196000
-117.25,32.79,43,906,240,458,205,1.8365,328600
-117.16,33.06,16,1988,279,770,252,5.8661,404500
-119,35.35,31,2931,716,1969,588,2.2155,62100
-118.28,34.06,52,1261,616,2309,581,1.6184,225000
-118.04,34.06,39,1258,245,988,228,3.2132,176100
-118.19,33.84,24,1228,320,537,273,2.25,192000
-119.66,36.34,32,1338,276,859,286,2.6397,59700
-117.15,32.92,16,2969,514,1594,465,4.5221,168300
-121.03,37.64,22,2001,387,1520,387,3.148,102300
-120.73,37.38,23,1451,292,1052,265,2.8698,72900
-122.05,37.87,30,2296,329,847,322,6.7192,397500
-121.34,38.61,20,5801,1148,2586,1063,3.9063,162100
-122.37,37.58,43,2506,432,967,428,4.7404,500001
-118.18,33.9,32,778,227,933,209,2.7292,143800
-119.75,36.75,49,2331,460,1290,477,2.5111,55400
-122.23,37.48,38,1578,399,879,388,2.7969,298400
-118.18,34.03,37,2115,580,2842,572,2.239,121300
-118.37,33.77,26,6339,876,2540,880,10.1447,500001
-120.94,37.65,13,5075,978,3033,838,3.0577,119000
-118.22,33.8,33,1984,477,1764,440,3.875,165100
-124.23,40.81,52,1112,209,544,172,3.3462,50800
-122.17,39.94,32,2352,477,1316,447,2.2292,57400
-119.18,34.17,32,2388,467,1746,483,3.9331,187600
-124.17,40.62,32,1595,309,706,277,2.8958,86400
-121.96,37.25,19,1858,359,790,347,4.5156,339300
-118.17,34.04,46,705,167,655,149,3.5938,141100
-121.95,38.03,5,5526,1102,3207,1012,4.0767,143100
-122.08,37.63,34,1619,293,1148,310,4.0326,164700
-118,34.14,31,1298,431,1131,425,1.0548,178100
-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600
-122.95,40.71,26,2231,421,987,364,2.4792,88800
-121.32,37.96,47,1700,344,922,357,3.1845,87200
-121.34,38.58,17,1605,258,748,262,5.0917,134100
-122,37.34,31,3344,620,1604,572,5.2108,351500
-118.19,33.99,37,2073,614,2544,598,2.9054,156300
-119.84,36.82,17,2807,376,996,353,5.5357,167700
-118.43,34.18,25,3830,1105,2328,1017,2.6238,210000
-118.33,33.9,21,6603,1984,5546,1745,2.6091,163900
-118.09,33.84,27,1594,295,1061,320,4.7917,217700
-118.6,34.16,37,3441,584,1283,544,4.1656,313100
-117.09,32.74,42,1986,472,1472,475,2.1757,110100
-121.29,38.13,20,3168,514,1390,490,5,154800
-120.46,37.33,4,786,116,368,109,6.3215,138200
-118.74,34.27,23,2493,522,1488,505,4.18,215000
-117.91,33.9,27,829,114,383,133,9.3125,293500
-122.1,37.63,18,9963,2031,5613,1946,3.8171,187200
-118.45,34.07,13,4284,1452,3806,1252,1.3125,350000
-118.24,33.94,39,1215,273,1211,265,1.7212,95500
-116.29,33.67,12,5048,842,883,391,5.6918,231300
-118.05,33.93,31,894,203,883,190,3.6771,141500
-117.37,34.07,52,50,9,60,16,4.125,262500
-118.43,37.4,19,2460,405,1225,425,4.1576,141500
-118.24,33.92,44,1079,210,601,182,2.2411,106400
-117.99,34.07,31,1507,369,1548,347,3.4327,147200
-118.36,34.23,15,2485,742,1994,670,2.8333,183200
-118.29,33.99,46,2198,530,2067,497,2.0542,103400
-117.99,33.76,30,1572,362,1351,359,3.369,190900
-120.95,37.64,32,3487,740,1957,685,2.7209,88300
-118.34,33.84,36,1561,252,740,253,6.2778,309700
-118.1,34.65,33,873,177,425,142,2.67,187500
-118.45,34,46,1777,362,896,334,4.45,348300
-117.19,34.06,21,6107,1559,2805,1444,2.5643,102700
-122.46,37.77,52,3193,688,2099,681,3.9375,402900
-118.25,34.09,52,104,20,32,17,3.75,241700
-118.08,33.76,26,1967,577,692,538,1.6111,54300
-117.18,32.81,19,6823,1509,3784,1509,3.1032,179500
-118.45,34.25,36,1453,270,808,275,4.3839,204600
-119.82,34.44,28,1992,531,1622,509,2.7689,228200
-117.3,34.13,42,2115,557,1532,494,1.4531,71500
-122.47,37.76,34,2807,487,1152,445,5.1893,420300
-118.33,34.11,38,3495,1100,1939,994,2.2148,438300
-118.13,34.2,45,1213,206,529,231,5.6629,234000
-122.72,38.44,48,707,166,458,172,3.1797,140400
-122.15,38.29,17,1625,239,703,224,6.5891,328800
-121.78,36.93,21,2794,662,2236,565,2.4053,178400
-122.04,37.59,14,1727,302,1116,273,5.3428,243600
-122.05,38.26,21,7195,1416,3927,1377,3.0912,126300
-121.76,37.26,17,250,52,141,51,4.6458,500001
-121.51,38.56,43,1048,312,1320,294,1.0649,137500
-122.31,37.91,39,2955,696,1417,682,2.7628,167800
-122.19,37.43,39,2392,420,937,406,6.6136,472800
-122.25,37.46,33,6841,950,2681,980,7.1088,443300
-118.19,34.04,40,1279,316,1438,329,2.1774,157600
-121.75,37.69,26,2647,536,1422,522,3.7212,183800
-118.16,34.09,52,1722,448,1122,425,3.1204,224000
-117.9,33.73,31,1171,306,1690,301,3.2639,155200
-121.78,37.97,4,17032,2546,7653,2359,5.5601,213700
-118.32,34.17,39,1995,564,1202,544,3.5875,250000
-121.5,38.53,37,3642,684,1508,657,3.5231,114300
-118.22,33.96,36,1542,458,1711,468,1.9028,164200
-121.58,39.12,26,2796,629,2017,632,1.8355,61200
-120.63,35.27,23,1630,253,704,263,5.156,251300
-117.93,33.62,37,2204,428,807,410,7.0516,500001
-117.17,32.75,28,1514,384,540,352,2.1532,240000
-118.18,33.85,38,3596,862,2416,832,3.6897,169800
-121.52,38.53,30,3377,623,1289,594,3.5737,171200
-120.67,37.97,9,7450,1475,2233,930,2.6528,133000
-118.31,33.98,52,1975,379,1043,371,2.3977,112200
-117.27,32.83,39,1877,426,805,409,3.875,410000
-120.44,34.65,30,2265,512,1402,471,1.975,134000
-118.46,34.2,13,2926,816,1867,802,3.5255,202700
-118.41,34,30,3550,934,3738,880,3.191,271200
-117.31,34.1,28,2899,755,2406,655,1.5208,69500
-117.08,33.11,28,2094,585,1556,563,2.2,127700
-122.06,37,14,1547,374,4731,348,2.4732,131300
-121.43,39.18,36,1124,184,504,171,2.1667,93800
-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700
-118.5,34.04,52,3000,374,1143,375,15.0001,500001
-118.3,33.92,34,2053,382,1258,380,3.0139,154700
-117.9,34.13,32,1640,391,1312,358,2.6292,136100
-122.55,38.07,5,1495,235,555,201,6.7232,345000
-117.79,33.55,39,5066,1292,1915,1117,3.821,452100
-118.04,33.97,25,2945,914,2313,832,2.5686,177500
-117.64,33.87,2,17470,2727,5964,1985,6.2308,257900
-121.52,38.53,31,3089,585,1366,561,4.2885,160300
-118.43,34.19,27,3440,739,1827,712,4.125,245500
-120.38,36.75,25,1689,495,1745,457,1.9056,60000
-120.4,37.3,28,1401,292,967,257,1.5917,89400
-118.53,34.18,16,7194,1976,3687,1894,3.1887,189300
-121.44,38.61,33,1591,466,1000,418,1.0467,70100
-122.5,38.4,36,1860,364,777,339,4.1307,295700
-120.66,35.49,17,4422,945,2307,885,2.8285,171300
-122.4,37.75,44,6848,1584,3269,1383,2.8679,243300
-122.4,37.73,45,3490,712,2337,781,3.4472,225400
-121.78,37.31,25,2093,297,983,338,6.4664,271500
-117.24,33.04,13,3498,663,1412,618,3.212,147600
-115.58,32.79,14,1687,507,762,451,1.6635,64400
-122.66,39.03,27,1446,329,594,255,1.165,53300
-118.03,33.98,46,1974,465,880,441,2.7578,236800
-121.97,36.96,27,4001,999,1808,945,2.561,234600
-122.19,38.09,8,614,118,278,115,6.3735,166300
-122.25,37.77,52,2156,458,872,445,3.2685,254200
-117.13,32.73,52,1148,214,481,215,5.454,240900
-121.83,37.28,17,3057,606,2030,602,5.2166,230900
-118.21,34.03,44,1550,407,1718,403,2.5268,141100
-117.8,33.67,5,2487,388,1147,397,8.284,302500
-117.87,34.08,33,3630,800,2257,796,3.2469,206900
-118.22,34.14,52,1388,271,735,239,3.7404,247700
-122.26,37.87,52,2773,998,1721,949,1.1859,241700
-118.29,33.93,31,3894,1017,3590,962,2.0437,137200
-122.09,37.4,24,3983,1126,2645,1072,3.6742,275000
-118.22,33.89,36,873,240,1086,217,2.25,126600
-121.22,38.16,24,4411,776,2038,732,3.475,151200
-118.42,34.02,28,3167,737,1248,665,3.1941,394700
-117.17,32.82,24,1569,377,715,321,3.1146,187500
-118.11,33.8,36,1680,291,744,280,4.66,244800
-118.01,34.14,23,3425,754,2202,729,3.52,187300
-121.48,38.53,38,1451,315,786,340,2.3487,101600
-118.6,34.21,19,2581,857,2004,784,2.6159,182300
-117.26,33.19,4,2342,595,1518,545,2.9469,216100
-117.28,34.26,18,3895,689,1086,375,3.3672,133600
-122.16,37.83,16,4596,705,1480,650,7.52,370200
-117.62,33.64,2,7826,893,2985,790,10.1531,484100
-118.31,33.81,30,1773,356,905,352,4.3056,336000
-118.36,34.09,36,1616,465,773,429,2.6,313600
-122.28,37.89,52,2315,408,835,369,4.5893,290100
-124.23,40.54,52,2694,453,1152,435,3.0806,106700
-122.71,37.9,23,1250,257,437,188,3.115,242600
-117.31,34.11,41,1105,257,816,197,1.9375,64100
-119.16,34.15,23,3204,644,2295,614,3.9485,196600
-122.02,38.25,10,2237,454,1255,429,3.1176,126500
-118,33.94,35,2603,482,1305,507,3.9543,214400
-122.47,37.78,52,2042,378,1153,408,4.1856,404700
-121.83,36.61,27,2248,466,1644,453,3.2545,131200
-121.36,38.61,37,2191,394,951,362,3.8882,159500
-118.2,33.94,45,1818,408,1705,373,4.0441,157500
-118.3,33.95,27,1774,444,1622,402,2.2031,96900
-122.42,37.79,52,2511,895,1202,804,2.6607,87500
-117.93,33.94,28,3664,719,1820,657,4.225,224700
-117.95,33.78,26,4115,883,2184,825,3.9536,191000
-118.19,33.89,38,4018,986,3702,927,2.9293,113600
-120.58,39.27,15,4126,903,723,266,3.0147,118800
-118.26,34.13,37,1383,470,1185,451,2.5,207100
-122,37.96,32,3364,666,1980,678,3.7,179000
-120.9,37.64,26,1762,418,855,308,1.6767,81300
-117.95,34.11,29,1986,448,2013,432,3.1034,140800
-118.61,34.16,29,4364,647,1550,624,6.8107,367400
-118.3,34.06,20,1782,896,1749,823,2.2094,75000
-120.42,40.38,26,1652,313,762,280,2.4757,85600
-118.43,34.09,27,1613,200,497,197,7.9835,500001
-121.98,38.36,33,1083,217,562,203,2.433,101700
-122.25,38.09,48,833,188,652,165,2.2417,87900
-120.08,34.62,11,3478,588,1693,582,4.6554,272300
-118.42,34.15,18,1880,420,681,333,4.3214,372300
-117.53,34.1,5,2185,488,1379,458,3.7917,103000
-118.32,34.06,52,983,246,578,204,5.7393,500001
-119.99,37.51,14,2878,617,1011,509,1.398,103800
-117.05,32.63,31,4911,861,2334,843,4.1958,160100
-118.13,33.79,45,2317,448,1057,428,4.375,234800
-121.86,37.31,24,1939,652,1808,625,2.2259,112500
-118.28,33.99,49,2174,481,1861,484,1.7159,95000
-122.06,37.91,15,5393,1422,2133,1288,4.1612,232800
-118.26,34.08,41,1396,360,1069,363,2.4375,203300
-118.29,33.92,23,2503,532,1735,505,2.7368,162800
-119.73,36.75,39,1745,321,901,303,3.1719,67900
-122.27,37.8,10,105,42,125,39,0.9722,137500
-119.23,34.27,29,3298,804,1509,711,3.8125,244500
-117.94,34.02,27,5026,955,3899,930,3.871,162900
-117.96,33.7,23,2622,445,1103,407,4.725,289600
-120.05,36.95,18,2287,534,1339,505,2.2527,65200
-118.5,35.7,18,3303,814,986,522,1.5957,101400
-121.34,38.65,27,1595,246,610,253,4.6,199000
-118.47,35.64,17,2248,535,927,427,1.3023,68500
-121.31,38.62,31,3114,430,1121,456,6.244,240000
-122.4,37.62,32,3586,921,2249,911,3.1058,253000
-118.27,34.15,25,3018,806,2205,742,3.0199,220200
-117.67,34.1,19,2969,605,1326,573,4.3438,155700
-120.48,39.66,32,1516,289,304,131,1.8839,71000
-122.04,37.99,32,1504,279,749,267,3.2,134500
-122.26,38,6,678,104,318,91,5.2375,246400
-119.72,36.72,15,1713,246,766,232,6.8162,127200
-118.36,34.13,36,6871,1180,2216,1130,8.0499,495600
-117.78,34.11,23,7079,1381,3205,1327,3.0735,212300
-118.04,33.71,12,4014,868,1605,769,6.0102,396900
-122.7,38.35,16,1328,187,607,197,5.0366,257800
-121.01,37.69,20,3275,760,1538,705,2.48,135600
-121.89,37.31,47,2986,627,1399,613,3.7455,247400
-120.94,37.7,25,1005,159,390,139,4.4,174100
-121.93,37.24,26,2574,414,1096,428,6.0738,335900
-118.23,35.48,17,2354,514,775,380,1.8369,59400
-121.89,37.35,43,1185,296,933,244,2.925,170800
-121.83,38,8,2572,738,1384,684,1.7161,75800
-117.24,33.11,10,3487,545,1410,557,6.0336,240300
-121.9,37.36,47,1007,245,581,240,2.9545,237500
-118.05,33.98,34,2142,390,1305,406,4.0379,172800
-118.3,37.17,22,3480,673,1541,636,2.75,94500
-118.47,34.24,19,2405,661,1855,621,2.3111,255400
-117.15,32.7,52,458,148,1283,166,1.2863,86300
-117.3,34.12,34,1127,275,971,249,2.0583,64800
-117.22,32.75,34,6001,1111,2654,1072,4.5878,291000
-121.36,38,17,4535,762,1562,743,5.3224,225800
-121.52,39.49,30,1217,238,677,233,2.6563,63600
-121.42,37.71,7,8297,1433,4189,1271,4.3696,170700
-117.98,33.79,35,2356,478,1659,480,4.1115,179700
-121.21,38.76,16,1608,296,792,286,3.1583,239200
-118.3,34.1,37,5305,1980,3895,1874,2.0672,283300
-120.26,39.32,24,6012,1227,780,358,3.0043,122100
-121.87,37.34,52,1170,215,604,207,2.6667,325900
-119.29,36.52,39,858,228,1222,224,1.5714,43000
-119.99,38.94,24,1216,289,421,185,3.1625,103600
-117.95,33.93,37,2633,630,1904,630,2.6123,161300
-122.51,38.06,24,9493,1935,5162,1880,3.0742,118800
-118.89,34.22,20,3878,665,1651,591,5.5402,264600
-117.89,33.99,22,3272,618,1784,591,4.0324,211300
-122.21,37.46,40,1777,207,577,207,15.0001,500001
-118.08,33.84,31,2377,600,2042,593,3.625,170400
-120.06,39.25,21,2459,525,584,233,3.01,163500
-122,37.54,26,1910,371,852,357,5.8325,298900
-120.93,37.73,14,2799,618,2294,596,2.6343,81500
-121.97,37.79,16,3873,484,1451,501,6.7857,341300
-118.43,34.02,38,2172,437,830,368,3.9091,500001
-122.2,38.1,5,9567,1729,4620,1580,4.4821,210000
-118.26,34.5,6,5813,908,2275,790,4.7778,340400
-117.9,33.7,15,2289,686,982,634,4.5757,162500
-122.28,37.89,52,2070,329,722,306,5.4171,292000
