rating,name,postal_code,city,state,latitude,longitude,review_count,cuisine,WheelchairAccessible,WiFi,BusinessAcceptsCreditCards,Alcohol,NoiseLevel,RestaurantsPriceRange2,RestaurantsAttire,Smoking,RestaurantsReservations,OutdoorSeating,GoodForKids,avg_word_count,wine,chocolate,sum,dim,perfect,sweet,chinese,bread,breakfast,happy,loved,selection,manager,spot,corn,dessert,fantastic,sushi,super,bbq,pastries,crust,brunch,taco,perfectly,dish,asked,wonderful,phoenix,rice,waitress,flavors,mesa,bobby,highly,enjoyed,pho,local,flay,worst,fried,chef,croissant,cool,bakery,horrible,bianco,shop,bacon,cream,absolutely,salsa,spicy,hour,yelp,pittsburgh,enjoy,macarons,prices,italian,feel,friends,list,primanti,ingredients,tea,roasted,light,rude,pork,wings,lobster,ribs,places,chips,roll,terrible,pasta,mexican,cake,yummy,appetizer,ambiance,brisket,friend,cooked,seating,cute,outside,different,flavorful,free,unique,told,salmon,options,lux,town,delivery,huge
0,Scott's Generations Restaurant & Delicatessen,85014,Phoenix,AZ,33.5184314,-112.0641262,218,Fast Food,yes,free,yes,none,average,2,casual,no,yes,yes,yes,125.6651376,1,4,0,0,21,14,0,26,84,18,8,7,6,6,6,1,13,0,7,0,2,2,5,0,8,5,33,7,36,5,43,3,1,0,1,13,0,3,0,3,4,0,0,0,5,6,0,0,15,23,2,0,1,4,7,0,10,0,10,4,20,10,9,0,1,2,1,1,9,0,0,0,1,12,8,6,6,0,0,2,6,0,2,7,22,13,3,1,11,7,9,4,0,15,4,7,0,10,10,40
0,Gold Mine Bar & Grill,89109,Las Vegas,NV,36.11792342,-115.1607698,19,Coffee & Tea,yes,no,yes,full_bar,average,2,casual,outdoor,no,yes,yes,68.21052632,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,0,2,0,0,0,0,0,0
0,Margaritaville,89109,Las Vegas,NV,36.124423,-115.1518652,3,Fast Food,no,free,yes,none,average,2,casual,no,no,no,yes,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,Toast,44102,Cleveland,OH,41.4849988,-81.7300085,69,Coffee & Tea,yes,free,yes,full_bar,average,2,casual,outdoor,yes,yes,no,132.6086957,50,4,0,0,8,2,0,9,1,20,5,19,2,5,2,6,6,0,7,0,0,0,6,0,5,12,8,5,0,4,2,4,0,0,0,12,0,18,0,3,7,3,0,6,0,1,0,0,0,2,3,0,1,15,1,0,3,0,3,1,10,10,14,0,3,0,1,6,1,2,2,0,0,2,1,1,0,2,0,7,1,3,4,5,7,6,1,4,3,6,2,1,3,3,0,10,0,1,1,0
1,Fleming's Prime Steakhouse & Wine Bar,44122,Woodmere,OH,41.462988,-81.4739017,61,Bars,yes,no,yes,full_bar,average,3,dressy,outdoor,yes,yes,no,126.9836066,18,7,0,0,4,7,0,12,0,32,2,7,8,1,1,5,3,0,2,1,0,1,0,0,5,1,4,6,0,0,2,0,0,0,3,7,0,1,0,2,1,0,0,0,0,2,0,0,4,5,4,0,1,30,4,0,4,0,5,1,4,1,4,0,0,0,0,3,0,1,0,5,0,2,5,0,3,0,0,9,0,3,2,0,1,14,0,1,3,5,2,4,2,3,3,1,0,1,0,3
0,Native Grill & Wings,85282,Tempe,AZ,33.407082,-111.917213,130,Bars,yes,free,yes,full_bar,average,2,casual,outdoor,no,yes,yes,88.14615385,0,0,0,0,2,4,0,5,0,12,1,2,12,10,0,1,2,0,10,8,0,2,0,0,1,0,14,0,3,0,11,10,0,0,1,2,0,0,0,5,2,1,0,5,0,11,0,1,3,1,4,1,11,9,0,0,2,0,8,0,4,8,0,0,1,0,0,1,3,0,182,0,0,9,2,1,6,2,0,0,5,2,1,0,5,4,4,0,12,6,0,3,0,4,0,5,0,2,0,1
0,Chili's,15238,Pittsburgh,PA,40.48692364,-79.89160173,31,Chinese,yes,no,yes,full_bar,loud,2,casual,no,no,no,yes,135.0645161,0,1,0,0,1,0,1,0,0,1,0,0,4,0,1,1,1,0,5,0,0,0,0,0,0,2,5,0,0,2,9,0,0,0,1,2,0,1,0,3,2,0,0,1,0,2,0,0,1,1,1,0,5,1,1,1,1,0,1,0,2,3,0,0,1,0,0,0,4,2,0,0,0,6,1,0,2,5,0,0,0,5,1,0,7,5,1,0,0,2,0,0,0,0,0,1,0,0,0,2
0,DB's American Cafe,15108,Coraopolis,PA,40.5192963,-80.1667343,8,Bars,yes,free,yes,none,average,1,casual,outdoor,no,yes,no,151.875,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0
1,Nostrano,53703,Madison,WI,43.072631,-89.384011,174,Bars,yes,free,yes,full_bar,average,3,dressy,outdoor,yes,yes,no,149.3563218,29,17,0,0,25,20,1,25,0,8,15,6,3,8,1,101,18,0,5,0,0,1,1,0,20,65,16,21,0,0,28,18,0,0,7,19,0,18,0,4,4,14,0,10,1,2,0,0,0,4,14,2,10,9,7,0,12,0,13,18,12,7,18,0,18,1,10,6,3,16,0,1,6,8,0,1,4,45,0,9,8,22,11,1,11,12,3,0,9,8,9,3,10,14,0,14,0,9,0,8
1,Hob Nobs,85003,Phoenix,AZ,33.465462,-112.078017,229,Bars,yes,free,yes,full_bar,average,1,casual,outdoor,yes,yes,yes,117.0873362,9,7,0,0,18,11,0,18,31,15,11,22,8,23,0,7,13,0,26,2,17,5,10,0,4,0,19,17,30,0,0,4,1,2,6,16,0,36,0,7,0,1,0,23,4,0,0,39,8,16,11,0,10,10,10,0,18,0,15,15,31,13,3,0,4,19,4,11,2,0,0,0,0,15,3,5,5,0,0,11,13,1,5,0,16,0,26,20,20,27,4,20,5,5,6,14,2,11,8,10
1,Studio Cellar,28203,Charlotte,NC,35.212368,-80.8592767,6,Bars,yes,free,yes,beer_and_wine,average,2,casual,outdoor,yes,yes,yes,48.66666667,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0
0,Forever Rosemary,15201,Pittsburgh,PA,40.4665086,-79.9539413,3,Sandwiches,yes,free,yes,none,average,1,casual,outdoor,no,no,yes,114.6666667,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
0,Sonic Drive-In,85023,Phoenix,AZ,33.6426268,-112.1003364,10,Coffee & Tea,yes,no,yes,none,average,1,casual,outdoor,no,yes,yes,68.9,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,Eat This!,85029,Phoenix,AZ,33.5966748,-112.1344575,14,Burgers,yes,no,yes,beer_and_wine,very_loud,1,casual,outdoor,no,no,yes,89.71428571,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
0,McDonald's,85016,Phoenix,AZ,33.5087649,-112.04624,25,Mexican,yes,paid,yes,none,loud,1,casual,no,no,no,yes,91.24,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
0,Carrabba's Italian Grill,28203,Charlotte,NC,35.214036,-80.855539,85,Pizza,yes,no,yes,full_bar,average,2,casual,outdoor,no,yes,yes,118.8941176,4,1,0,0,1,1,0,30,0,5,3,0,19,4,0,9,1,0,1,0,0,3,0,0,1,14,16,4,0,0,9,1,0,0,0,4,0,5,0,5,3,0,0,1,0,7,0,0,1,1,6,0,4,3,0,0,8,0,3,21,3,1,0,0,0,0,0,2,3,1,1,3,0,2,0,0,3,38,0,1,2,4,4,0,3,8,1,1,2,8,0,3,1,12,5,2,0,1,12,4
1,Ebar,89109,Las Vegas,NV,36.12817733,-115.1729674,31,Pizza,yes,free,yes,none,quiet,2,casual,no,no,no,yes,95.35483871,0,1,0,0,0,5,0,1,2,1,0,1,2,1,0,0,1,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,1,2,0,0,0,4,0,0,0,3,0,1,2,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,3,0,3,1,3,3,0,1,1,0,0,0,0,0,0,0
0,3rd Avenue Grill,85251,Scottsdale,AZ,33.4964827,-111.9248508,3,Italian,yes,free,yes,none,average,1,casual,outdoor,yes,no,yes,227.6666667,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,Red Lion,61820,Champaign,IL,40.109909,-88.235626,15,Bars,yes,free,yes,full_bar,very_loud,1,casual,yes,yes,yes,yes,95.4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
1,Bakersfield East Blvd,28203,Charlotte,NC,35.202035,-80.844459,252,Chinese,yes,no,yes,full_bar,loud,2,casual,no,no,no,no,115.0833333,3,2,0,2,20,19,1,2,1,16,33,19,12,42,13,2,17,0,32,0,0,4,1,133,9,3,15,12,1,1,16,11,0,0,14,21,0,5,0,1,7,0,0,50,0,1,0,1,0,4,14,61,23,12,6,0,17,0,10,0,24,42,4,0,8,4,1,7,4,48,0,0,5,24,93,6,5,0,47,0,14,10,12,0,20,4,10,5,8,31,18,25,9,15,0,2,0,15,1,10
1,Chamango,89102,Las Vegas,NV,36.1455989,-115.2065554,5,Bars,yes,free,yes,none,average,1,casual,outdoor,no,no,yes,44.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Hangover Hoagies,85281,Tempe,AZ,33.4152426,-111.9196665,28,Italian,yes,free,yes,none,quiet,1,casual,outdoor,yes,yes,yes,89.92857143,0,0,0,0,2,0,0,17,0,3,0,2,0,5,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,1,0,0,2,0,3,7,0,0,0,0,4,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,1,0,1,0,0,0,0,0,1,0,3
0,Lanai Express,89101,Las Vegas,NV,36.1710681,-115.1431353,65,Coffee & Tea,yes,no,yes,none,very_loud,1,casual,outdoor,no,no,yes,105.5230769,1,0,0,0,2,4,37,1,18,3,3,0,1,3,0,0,0,1,6,0,0,0,0,0,1,0,2,0,0,16,0,0,0,0,1,2,0,3,0,5,8,0,0,1,0,4,0,1,5,0,1,0,2,1,3,0,3,0,6,0,0,1,0,0,0,0,0,1,6,2,0,0,0,1,0,3,1,0,0,0,1,0,0,0,6,10,5,0,0,0,1,3,0,0,0,2,0,1,0,7
1,Firehouse Subs,89104,Las Vegas,NV,36.14702322,-115.064922,26,Pizza,yes,no,yes,none,average,1,casual,outdoor,no,yes,yes,64.26923077,0,0,0,0,0,1,0,6,0,1,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,3,2,1,0,0,1,1,0,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,3,0,0,0,2,0,3,0,1,0,0,0,2,0,1,0,0
1,China Garden,28025,Concord,NC,35.3699298,-80.5488879,14,Fast Food,yes,free,yes,none,average,1,casual,no,no,yes,yes,68.64285714,0,0,0,0,0,2,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
1,Rick's Pub and Grub,85226,Chandler,AZ,33.3203912,-111.9263767,31,Bars,yes,free,yes,full_bar,quiet,2,casual,outdoor,yes,yes,yes,82.48387097,0,0,0,0,1,0,0,6,0,4,1,2,0,3,1,0,1,0,2,0,0,5,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,3,2,0,2,0,5,1,1,1,0,0,0,0,0,1,0,0,12,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2
1,Burgers 2 Beer,44143,Highland Heights,OH,41.5393594,-81.4513018,100,Pizza,yes,no,yes,full_bar,average,2,casual,outdoor,no,yes,yes,105.96,0,0,0,0,7,2,0,0,4,14,10,36,2,13,4,0,2,0,3,8,0,0,0,2,6,0,10,2,0,0,16,4,0,0,2,9,0,2,0,2,7,1,0,6,0,1,0,0,14,3,1,0,1,12,2,0,1,0,10,0,5,6,10,0,1,1,0,2,0,3,15,0,4,10,5,2,2,0,0,3,3,6,1,0,5,12,4,0,4,13,1,7,9,3,1,8,0,4,0,5
1,Johnny's Burgers & Dogs,85282,Tempe,AZ,33.3948034,-111.9083385,112,Bars,yes,no,yes,none,average,1,casual,outdoor,no,no,yes,87.19642857,0,4,0,0,15,6,0,1,0,9,10,0,3,9,1,0,1,0,9,0,0,1,0,1,3,0,5,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,1,0,0,0,2,14,3,6,0,1,1,12,0,1,0,5,47,1,3,2,0,7,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,2,0,0,0,5,12,1,1,2,8,3,6,0,3,0,3,0,4,4,5
1,Zoë's Coffee House,28052,Gastonia,NC,35.2627556,-81.1835818,28,Chinese,yes,free,yes,full_bar,average,1,casual,outdoor,yes,yes,yes,97.35714286,7,0,0,0,0,1,0,0,1,0,1,9,0,1,0,0,2,0,1,0,2,0,0,0,1,0,5,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,5,0,0,0,4,0,0,1,0,1,3,4,0,5,0,2,0,1,3,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,2,0,1,1,1,0,1,0,5,0,1
1,Fiesta Cafe,61820,Champaign,IL,40.1147989,-88.2384807,53,Breakfast & Brunch,yes,free,yes,full_bar,average,2,casual,outdoor,no,yes,yes,99.26415094,0,0,0,0,2,2,0,0,0,4,1,3,3,3,2,0,0,0,3,0,0,0,0,5,2,3,2,1,0,14,1,0,0,0,0,3,0,0,0,2,1,0,0,3,0,4,0,0,0,5,1,18,2,1,4,0,3,0,1,0,3,1,2,0,1,0,0,0,0,6,0,0,0,5,18,0,2,0,39,0,1,2,0,0,4,0,4,0,4,2,2,5,0,3,0,3,0,6,0,8
1,El Bigo Taco,85210,Mesa,AZ,33.40827042,-111.8229849,3,Italian,yes,free,yes,none,average,1,casual,outdoor,no,no,yes,83.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,Sami's Gyros,85281,Tempe,AZ,33.42284828,-111.9213414,60,Breakfast & Brunch,yes,no,yes,none,average,1,casual,outdoor,no,yes,yes,124.0833333,0,0,0,0,0,0,0,2,0,1,1,2,1,7,1,0,0,0,5,0,0,0,0,0,2,0,9,0,5,5,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,4,0,3,0,3,1,7,2,1,0,1,4,0,5,1,0,0,0,0,5,0,0,0,0,3,1,2,0,0,0,2,2,1,0,1,0,1,3,0,4,0,2,0,2,0,3
1,Chick-fil-A,28209,Charlotte,NC,35.171698,-80.849907,24,Pizza,yes,free,yes,none,average,1,casual,outdoor,no,yes,yes,107.5,0,1,0,0,1,1,0,0,3,1,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,1,2,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,4,0,1,0,1,0,0,0,0
1,Taydo Vietnamese & Chinese Restaurant,44130,Parma,OH,41.4042964,-81.7697802,104,Burgers,yes,no,yes,none,quiet,1,casual,outdoor,no,no,yes,120.3269231,0,0,0,0,1,14,8,0,0,5,4,1,2,5,0,1,7,0,4,0,0,0,0,0,6,21,9,0,0,41,2,4,0,0,4,4,116,1,0,1,34,3,0,1,0,1,0,6,0,0,7,0,5,2,11,0,5,0,2,0,4,6,0,0,3,5,0,0,4,19,0,0,0,12,0,6,0,0,0,0,1,5,1,0,10,10,1,1,3,9,8,0,1,9,0,4,0,6,0,4
1,Barro's Pizza,85331,Cave Creek,AZ,33.7653998,-111.9837229,55,Pizza,yes,free,yes,beer_and_wine,average,1,casual,outdoor,no,no,yes,68.32727273,0,0,0,0,3,0,0,6,0,3,1,1,8,4,0,1,4,0,1,1,0,19,0,0,3,3,6,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,4,1,0,0,0,0,2,0,0,0,5,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,4,0,3,0,2,0,3,15,1
1,Orchid Lounge,89109,Las Vegas,NV,36.09239916,-115.1756113,29,Pizza,yes,free,yes,full_bar,quiet,2,casual,yes,no,no,yes,83.37931034,0,0,0,0,2,1,0,1,1,0,1,0,1,9,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,1,4,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
0,Culver's,85027,Phoenix,AZ,33.68319049,-112.0979222,108,Bars,yes,free,yes,none,average,1,casual,outdoor,no,yes,yes,104.8148148,0,11,0,0,2,7,0,0,1,3,4,3,3,3,1,6,1,0,4,1,0,0,0,0,2,3,6,1,11,0,0,4,1,0,2,5,0,0,0,1,17,0,0,3,2,4,0,2,7,14,1,0,0,2,5,0,6,0,5,0,4,2,6,0,3,0,0,1,8,4,0,0,0,10,3,0,3,0,0,0,6,0,1,0,1,10,5,1,1,4,1,13,1,8,0,4,0,4,0,3
0,American Roadside,28210,Charlotte,NC,35.1521302,-80.8416787,65,Burgers,yes,free,yes,beer_and_wine,average,1,casual,outdoor,no,yes,yes,109.4769231,2,4,0,0,2,9,1,1,0,4,5,4,2,3,0,3,0,0,5,0,0,0,0,1,2,0,4,3,0,0,1,0,0,0,0,5,0,3,0,2,9,0,0,1,0,0,0,0,7,1,1,0,3,0,4,0,2,0,6,0,3,0,1,0,0,1,0,0,0,0,1,0,0,8,0,1,0,0,0,0,3,0,2,0,7,7,3,2,6,3,0,8,2,2,0,7,0,3,1,3
0,Starbucks,44255,Mantua,OH,41.2442863,-81.1828511,8,Burgers,yes,free,yes,none,average,2,casual,outdoor,no,no,yes,119.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,Chang Jiang,53590,Sun Prairie,WI,43.1816362,-89.2294373,16,Bakeries,no,no,yes,none,quiet,1,casual,outdoor,no,no,yes,83.0625,0,0,0,0,0,1,14,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,3,2
1,Melt Bar & Grilled,44131,Independence,OH,41.39413251,-81.64461442,419,Sandwiches,yes,no,yes,full_bar,average,2,casual,no,no,yes,yes,126.9713604,3,9,0,1,23,20,0,121,6,20,52,52,10,15,4,9,17,3,28,23,0,5,1,0,10,4,26,7,0,0,22,18,0,0,9,30,0,11,0,7,77,3,0,40,0,4,0,2,31,24,12,3,19,47,11,4,20,0,21,7,28,29,33,2,12,6,13,15,3,23,13,0,0,20,8,3,5,4,1,2,12,23,3,2,36,13,12,6,8,39,12,18,23,30,0,46,0,22,0,106
1,Papa Murphy's,89074,Henderson,NV,36.04030264,-115.0475952,27,Burgers,yes,no,yes,none,quiet,1,casual,outdoor,no,no,yes,99.14814815,0,0,0,0,3,0,0,4,0,2,1,0,3,1,0,0,0,0,3,0,0,16,0,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,2,0,2,0,4,0,2,0,0,0,0
0,Hooley House Brooklyn,44144,Brooklyn,OH,41.4248679,-81.758466,51,Bars,yes,free,yes,full_bar,average,2,casual,outdoor,no,yes,yes,113.5294118,3,2,0,0,6,4,0,4,0,2,2,1,6,3,1,2,1,0,0,2,0,0,0,0,3,0,6,2,0,0,8,0,0,0,2,6,0,1,0,4,5,0,0,1,0,5,0,0,2,1,0,0,1,1,2,0,2,0,1,0,2,2,1,0,1,0,0,1,3,0,16,1,0,4,4,2,4,0,0,0,1,5,0,0,6,6,5,0,5,2,0,1,0,4,0,4,0,1,0,4
1,RingSide Pub & Grub,85015,Phoenix,AZ,33.509991,-112.103239,14,Sandwiches,yes,free,yes,full_bar,average,1,casual,outdoor,no,yes,no,91,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,2
1,Kiss the Cook Restaurant,85301,Glendale,AZ,33.5381649,-112.1655272,219,Fast Food,yes,free,yes,none,average,1,casual,no,no,yes,yes,101.9178082,0,3,0,0,17,16,1,3,179,14,16,1,3,23,10,1,11,0,16,0,0,0,14,0,5,6,17,15,5,0,34,2,0,1,11,8,0,11,0,1,4,1,0,5,0,1,0,2,39,4,9,0,5,3,9,0,12,0,22,1,29,6,4,0,6,7,0,5,2,11,0,0,0,18,1,14,2,1,0,2,14,1,2,0,9,19,10,41,23,14,1,5,14,11,0,4,0,18,0,5
1,Peckish Prep,85224,Chandler,AZ,33.3511562,-111.8574298,3,Bars,yes,free,yes,none,average,1,casual,outdoor,no,no,yes,87.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
0,TGI Fridays,44144,Brooklyn,OH,41.4246769,-81.7594585,25,Bars,yes,free,yes,full_bar,average,2,casual,outdoor,yes,yes,yes,87.52,1,0,1,0,0,0,0,0,0,1,0,1,4,0,0,2,1,0,2,0,0,0,0,0,4,1,4,2,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,2,2,0,0,0,0,2,1,1,1,0,0,0,0,0,1,2,0,1,0,3,0,1,0,0,1,0,2,1,0,0,0,0,3,0,0,0,0,0,3,0,3,1,1,0,1,0,0
1,Playgrounds Fun Zone & Cafe,85308,Glendale,AZ,33.6542765,-112.2350825,116,Mexican,yes,free,yes,none,loud,1,casual,no,no,no,yes,99.9137931,0,4,0,0,7,2,0,1,9,7,11,4,1,1,0,0,5,0,18,0,3,0,0,0,0,0,5,9,1,0,0,1,0,0,3,7,0,3,0,0,0,0,3,2,1,0,0,1,1,3,3,0,0,5,3,0,13,0,4,1,5,7,0,0,1,0,0,1,0,0,0,0,0,9,0,0,2,0,0,1,5,0,0,0,3,0,6,3,4,6,0,7,0,5,0,3,0,1,0,2
